

-- Schedd: bird-htc-sched13.desy.de : <131.169.223.41:9618?... @ 05/11/21 20:14:54
 ID      OWNER          HELD_SINCE  HOLD_REASON

Total for query: 0 jobs; 0 completed, 0 removed, 0 idle, 0 running, 0 held, 0 suspended 
Total for anstein: 0 jobs; 0 completed, 0 removed, 0 idle, 0 running, 0 held, 0 suspended 
Total for all users: 4320 jobs; 0 completed, 2 removed, 3023 idle, 1003 running, 292 held, 0 suspended



-- Schedd: bird-htc-sched14.desy.de : <131.169.223.42:9618?... @ 05/11/21 20:14:54
 ID           OWNER          HELD_SINCE  HOLD_REASON
20343691.2450 anstein         5/11 19:11 Memory usage too high (> 3 x requested-memory)
20343691.5795 anstein         5/11 19:53 Error from slot2_15@bird546.desy.de: STARTER at 131.169.77.28 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.5795.out: (errno 27) File too large
20343691.5828 anstein         5/11 19:54 Error from slot2_3@bird563.desy.de: STARTER at 131.169.77.45 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.5828.out: (errno 27) File too large
20343691.5883 anstein         5/11 19:32 Memory usage too high (> 3 x requested-memory)
20343691.5890 anstein         5/11 19:36 Memory usage too high (> 3 x requested-memory)
20343691.5899 anstein         5/11 19:41 Memory usage too high (> 3 x requested-memory)
20343691.5910 anstein         5/11 19:37 Memory usage too high (> 3 x requested-memory)
20343691.5949 anstein         5/11 19:32 Memory usage too high (> 3 x requested-memory)
20343691.5954 anstein         5/11 20:08 Error from slot2_12@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.5954.out: (errno 27) File too large
20343691.5985 anstein         5/11 19:32 Memory usage too high (> 3 x requested-memory)
20343691.6036 anstein         5/11 19:33 Memory usage too high (> 3 x requested-memory)
20343691.6045 anstein         5/11 19:38 Memory usage too high (> 3 x requested-memory)
20343691.6049 anstein         5/11 19:33 Memory usage too high (> 3 x requested-memory)
20343691.6052 anstein         5/11 19:33 Memory usage too high (> 3 x requested-memory)
20343691.6057 anstein         5/11 19:34 Memory usage too high (> 3 x requested-memory)
20343691.6058 anstein         5/11 19:33 Memory usage too high (> 3 x requested-memory)
20343691.6063 anstein         5/11 19:33 Memory usage too high (> 3 x requested-memory)
20343691.6070 anstein         5/11 19:52 Error from slot2_6@bird524.desy.de: STARTER at 131.169.77.6 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6070.out: (errno 27) File too large
20343691.6071 anstein         5/11 19:33 Memory usage too high (> 3 x requested-memory)
20343691.6074 anstein         5/11 19:33 Memory usage too high (> 3 x requested-memory)
20343691.6076 anstein         5/11 19:52 Error from slot2_7@bird524.desy.de: STARTER at 131.169.77.6 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6076.out: (errno 27) File too large
20343691.6078 anstein         5/11 19:33 Memory usage too high (> 3 x requested-memory)
20343691.6133 anstein         5/11 19:30 The job attribute OnExitHold expression '(ExitBySignal == true) || (ExitCode != 0)' evaluated to TRUE
20343691.6260 anstein         5/11 19:36 Memory usage too high (> 3 x requested-memory)
20343691.6262 anstein         5/11 19:36 Memory usage too high (> 3 x requested-memory)
20343691.6277 anstein         5/11 19:53 Error from slot2_3@bird525.desy.de: STARTER at 131.169.77.7 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6277.out: (errno 27) File too large
20343691.6283 anstein         5/11 19:53 Error from slot2_18@bird777.desy.de: STARTER at 131.169.77.223 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6283.out: (errno 27) File too large
20343691.6288 anstein         5/11 20:02 Error from slot2_14@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6288.out: (errno 27) File too large
20343691.6350 anstein         5/11 20:02 Error from slot2_10@bird658.desy.de: STARTER at 131.169.77.178 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6350.out: (errno 27) File too large
20343691.6357 anstein         5/11 20:06 Error from slot2_8@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6357.out: (errno 27) File too large
20343691.6388 anstein         5/11 19:37 Memory usage too high (> 3 x requested-memory)
20343691.6403 anstein         5/11 20:06 Error from slot2_2@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6403.out: (errno 27) File too large
20343691.6428 anstein         5/11 19:42 Memory usage too high (> 3 x requested-memory)
20343691.6437 anstein         5/11 19:52 Memory usage too high (> 3 x requested-memory)
20343691.6444 anstein         5/11 20:02 Error from slot2_11@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6444.out: (errno 27) File too large
20343691.6480 anstein         5/11 19:45 The job attribute OnExitHold expression '(ExitBySignal == true) || (ExitCode != 0)' evaluated to TRUE
20343691.6499 anstein         5/11 19:53 Error from slot2_10@bird572.desy.de: STARTER at 131.169.77.54 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6499.out: (errno 27) File too large
20343691.6502 anstein         5/11 19:34 The job attribute OnExitHold expression '(ExitBySignal == true) || (ExitCode != 0)' evaluated to TRUE
20343691.6578 anstein         5/11 19:52 Error from slot2_13@bird523.desy.de: STARTER at 131.169.77.5 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6578.out: (errno 27) File too large
20343691.6579 anstein         5/11 20:03 Error from slot2_5@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6579.out: (errno 27) File too large
20343691.6624 anstein         5/11 20:03 Error from slot2_4@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6624.out: (errno 27) File too large
20343691.6649 anstein         5/11 19:39 Memory usage too high (> 3 x requested-memory)
20343691.6696 anstein         5/11 20:09 Error from slot2_13@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6696.out: (errno 27) File too large
20343691.6729 anstein         5/11 19:54 Error from slot2_10@bird523.desy.de: STARTER at 131.169.77.5 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6729.out: (errno 27) File too large
20343691.6732 anstein         5/11 19:58 Error from slot2_21@batch1072.desy.de: STARTER at 131.169.160.111 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6732.out: (errno 27) File too large
20343691.6758 anstein         5/11 20:03 Error from slot2_15@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6758.out: (errno 27) File too large
20343691.6794 anstein         5/11 19:53 Error from slot2_30@batch1155.desy.de: STARTER at 131.169.162.155 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6794.out: (errno 27) File too large
20343691.6803 anstein         5/11 19:53 Error from slot2_14@bird647.desy.de: STARTER at 131.169.77.167 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6803.out: (errno 27) File too large
20343691.6851 anstein         5/11 20:04 Error from slot2_3@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.6851.out: (errno 27) File too large
20343691.6923 anstein         5/11 19:42 Memory usage too high (> 3 x requested-memory)
20343691.7010 anstein         5/11 19:39 The job attribute OnExitHold expression '(ExitBySignal == true) || (ExitCode != 0)' evaluated to TRUE
20343691.7039 anstein         5/11 19:39 The job attribute OnExitHold expression '(ExitBySignal == true) || (ExitCode != 0)' evaluated to TRUE
20343691.7080 anstein         5/11 19:57 Error from slot2_2@bird537.desy.de: STARTER at 131.169.77.19 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7080.out: (errno 27) File too large
20343691.7138 anstein         5/11 19:53 Error from slot2_5@bird061.desy.de: STARTER at 131.169.77.123 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7138.out: (errno 27) File too large
20343691.7171 anstein         5/11 19:53 Error from slot2_2@bird551.desy.de: STARTER at 131.169.77.33 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7171.out: (errno 27) File too large
20343691.7181 anstein         5/11 19:52 Error from slot2_11@bird561.desy.de: STARTER at 131.169.77.43 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7181.out: (errno 27) File too large
20343691.7190 anstein         5/11 19:52 Error from slot2_11@bird548.desy.de: STARTER at 131.169.77.30 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7190.out: (errno 27) File too large
20343691.7256 anstein         5/11 19:53 Error from slot2_8@bird636.desy.de: STARTER at 131.169.77.156 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7256.out: (errno 27) File too large
20343691.7298 anstein         5/11 20:01 Error from slot2_7@bird565.desy.de: STARTER at 131.169.77.47 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7298.out: (errno 27) File too large
20343691.7318 anstein         5/11 19:55 Error from slot2_10@bird565.desy.de: STARTER at 131.169.77.47 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7318.out: (errno 27) File too large
20343691.7324 anstein         5/11 19:54 Error from slot2_10@bird061.desy.de: STARTER at 131.169.77.123 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7324.out: (errno 27) File too large
20343691.7329 anstein         5/11 19:58 Error from slot2_7@bird656.desy.de: STARTER at 131.169.77.176 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7329.out: (errno 27) File too large
20343691.7346 anstein         5/11 19:56 Error from slot2_4@bird652.desy.de: STARTER at 131.169.77.172 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7346.out: (errno 27) File too large
20343691.7352 anstein         5/11 19:52 Error from slot2_4@bird805.desy.de: STARTER at 131.169.164.5 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7352.out: (errno 27) File too large
20343691.7357 anstein         5/11 20:02 Error from slot2_1@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7357.out: (errno 27) File too large
20343691.7391 anstein         5/11 20:05 Error from slot2_7@bird533.desy.de: STARTER at 131.169.77.15 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7391.out: (errno 27) File too large
20343691.7409 anstein         5/11 19:54 Error from slot2_14@bird548.desy.de: STARTER at 131.169.77.30 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7409.out: (errno 27) File too large
20343691.7418 anstein         5/11 19:54 Error from slot2_6@bird555.desy.de: STARTER at 131.169.77.37 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7418.out: (errno 27) File too large
20343691.7436 anstein         5/11 19:55 Error from slot2_1@bird569.desy.de: STARTER at 131.169.77.51 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7436.out: (errno 27) File too large
20343691.7440 anstein         5/11 19:54 Error from slot2_14@bird652.desy.de: STARTER at 131.169.77.172 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7440.out: (errno 27) File too large
20343691.7441 anstein         5/11 20:03 Error from slot2_9@bird658.desy.de: STARTER at 131.169.77.178 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7441.out: (errno 27) File too large
20343691.7444 anstein         5/11 19:54 Error from slot2_14@bird586.desy.de: STARTER at 131.169.77.68 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7444.out: (errno 27) File too large
20343691.7449 anstein         5/11 19:56 Error from slot2_1@bird628.desy.de: STARTER at 131.169.77.148 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7449.out: (errno 27) File too large
20343691.7453 anstein         5/11 19:53 Error from slot2_6@bird841.desy.de: STARTER at 131.169.164.41 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7453.out: (errno 27) File too large
20343691.7467 anstein         5/11 20:04 Error from slot2_11@bird658.desy.de: STARTER at 131.169.77.178 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7467.out: (errno 27) File too large
20343691.7469 anstein         5/11 19:54 Error from slot2_12@bird532.desy.de: STARTER at 131.169.77.14 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7469.out: (errno 27) File too large
20343691.7471 anstein         5/11 19:53 Error from slot2_10@bird063.desy.de: STARTER at 131.169.77.125 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7471.out: (errno 27) File too large
20343691.7475 anstein         5/11 19:55 Error from slot2_15@bird652.desy.de: STARTER at 131.169.77.172 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7475.out: (errno 27) File too large
20343691.7480 anstein         5/11 19:53 Error from slot2_18@bird691.desy.de: STARTER at 131.169.163.130 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7480.out: (errno 27) File too large
20343691.7483 anstein         5/11 19:56 Error from slot2_4@bird061.desy.de: STARTER at 131.169.77.123 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7483.out: (errno 27) File too large
20343691.7519 anstein         5/11 19:54 Error from slot2_6@bird061.desy.de: STARTER at 131.169.77.123 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7519.out: (errno 27) File too large
20343691.7523 anstein         5/11 19:53 Error from slot2_11@bird694.desy.de: STARTER at 131.169.163.133 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7523.out: (errno 27) File too large
20343691.7524 anstein         5/11 19:57 Error from slot2_21@batch1060.desy.de: STARTER at 131.169.160.160 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7524.out: (errno 27) File too large
20343691.7547 anstein         5/11 19:52 Error from slot2_9@bird628.desy.de: STARTER at 131.169.77.148 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7547.out: (errno 27) File too large
20343691.7559 anstein         5/11 19:54 Error from slot2_14@bird561.desy.de: STARTER at 131.169.77.43 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.7559.out: (errno 27) File too large
